"","Latitude","Longitude","Country","Count","GS","GSper","Custper","Ratio"
"11751",51.533747,9.934086,"DE",7,7936.1796,0.01,0.02,0.52
"11752",51.533797,4.437833,"NL",1,430.8678,0,0,0.29
"11753",51.533839,4.209939,"NL",1,246.2181,0,0,0.17
"11754",51.53385,6.103101,"NL",1,2736.6072,0,0,1.87
"11755",51.533871,5.959763,"NL",1,22095.1895,0.04,0,15.08
"11756",51.533931,4.436065,"NL",1,606.2185,0,0,0.41
"11757",51.533943,7.11151,"DE",9,19650.947,0.02,0.02,1
"11758",51.53409,6.070012,"NL",1,923.4297,0,0,0.63
"11759",51.534177,4.465013,"NL",1,1569.6689,0,0,1.07
"11760",51.534479,3.564867,"NL",1,1255.7229,0,0,0.86
"11761",51.534564,4.490902,"NL",1,1631.24,0,0,1.11
"11762",51.534607,4.4373,"NL",1,677.0248,0,0,0.46
"11763",51.534647,5.84224,"NL",1,578.5737,0,0,0.39
"11764",51.534695,4.206697,"NL",1,523.1614,0,0,0.36
"11765",51.534807,6.139379,"NL",1,594.3975,0,0,0.41
"11766",51.534882,6.082742,"NL",1,368.9284,0,0,0.25
"11767",51.534949,4.579901,"NL",2,1586.479,0,0.01,0.54
"11768",51.534999,4.468687,"NL",1,184.649,0,0,0.13
"11769",51.535078,4.217829,"NL",1,1809.7928,0,0,1.24
"11770",51.535436,9.916072,"DE",11,29631.8787,0.04,0.03,1.24
"11771",51.535491,4.225949,"NL",1,1446.5911,0,0,0.99
"11772",51.535496,5.238387,"NL",1,3721.1774,0.01,0,2.54
"11773",51.535676,5.964498,"NL",1,1612.3984,0,0,1.1
"11774",51.535706,5.07401,"NL",2,2713.8231,0,0.01,0.93
"11775",51.535836,7.423158,"DE",5,6921.2322,0.01,0.01,0.64
"11776",51.535838,4.47328,"NL",1,1043.4291,0,0,0.71
"11777",51.535851,4.223575,"NL",1,707.6256,0,0,0.48
"11778",51.535901,5.828545,"NL",1,13298.464,0.02,0,9.08
"11779",51.53598,5.402752,"NL",2,2443.0393,0,0.01,0.83
"11780",51.536119,5.719912,"NL",1,800.3513,0,0,0.55
"11781",51.53612,5.628813,"NL",2,1809.6087,0,0.01,0.62
"11782",51.536151,6.072123,"NL",1,689.3382,0,0,0.47
"11783",51.536175,4.463809,"NL",1,430.8678,0,0,0.29
"11784",51.536218,9.487673,"DE",8,7182.23,0.01,0.02,0.41
"11785",51.536221,4.217841,"NL",1,307.7268,0,0,0.21
"11786",51.536327,6.133294,"NL",2,4013.2041,0.01,0.01,1.37
"11787",51.536433,6.974193,"DE",7,31584.8781,0.04,0.02,2.07
"11788",51.536514,6.070063,"NL",1,4442.5928,0.01,0,3.03
"11789",51.536594,4.220814,"NL",1,615.6404,0,0,0.42
"11790",51.536705,4.592452,"NL",1,209.2765,0,0,0.14
"11791",51.536709,5.962833,"NL",1,104.6077,0,0,0.07
"11792",51.536739,4.416022,"NL",2,730.9584,0,0.01,0.25
"11793",51.536823,5.069241,"NL",1,2006.1994,0,0,1.37
"11794",51.536934,5.095846,"NL",1,332.355,0,0,0.23
"11795",51.536975,4.217956,"NL",1,646.1788,0,0,0.44
"11796",51.536985,4.454973,"NL",1,1077.1695,0,0,0.74
"11797",51.537209,5.99584,"NL",1,10078.9021,0.02,0,6.88
"11798",51.537235,4.22774,"NL",1,2277.4181,0,0,1.55
"11799",51.537285,4.205443,"NL",2,6775.8576,0.01,0.01,2.31
"11800",51.537291,5.995937,"NL",1,9040.0946,0.02,0,6.17
"11801",51.537416,3.56753,"NL",1,473.9043,0,0,0.32
"11802",51.53745,5.996313,"NL",1,424.4019,0,0,0.29
"11803",51.537516,4.275301,"NL",1,184.094,0,0,0.13
"11804",51.537583,5.632345,"NL",1,1363.4075,0,0,0.93
"11805",51.537673,4.271656,"NL",1,891.8432,0,0,0.61
"11806",51.537683,4.444058,"NL",1,596.9835,0,0,0.41
"11807",51.537702,4.463243,"NL",1,166.1775,0,0,0.11
"11808",51.537807,7.170047,"DE",8,16381.7821,0.02,0.02,0.94
"11809",51.537996,4.443878,"NL",1,522.8522,0,0,0.36
"11810",51.538108,5.087719,"NL",1,4449.9222,0.01,0,3.04
"11811",51.538136,4.951376,"NL",1,4646.6992,0.01,0,3.17
"11812",51.538138,4.457667,"NL",1,2476.4092,0,0,1.69
"11813",51.538258,5.084344,"NL",1,92.3547,0,0,0.06
"11814",51.53833,6.005659,"NL",1,720.1238,0,0,0.49
"11815",51.53847,4.480505,"NL",1,338.3283,0,0,0.23
"11816",51.53856,5.734574,"NL",2,1366.363,0,0.01,0.47
"11817",51.538613,4.46654,"NL",1,184.7094,0,0,0.13
"11818",51.538621,4.458732,"NL",1,1533.5266,0,0,1.05
"11819",51.538652,5.565907,"NL",1,369.1744,0,0,0.25
"11820",51.538658,6.428336,"DE",11,12473.6632,0.01,0.03,0.52
"11821",51.538764,5.083962,"NL",1,1446.2209,0,0,0.99
"11822",51.538867,5.567073,"NL",1,123.0785,0,0,0.08
"11823",51.538912,4.92729,"NL",1,830.5796,0,0,0.57
"11824",51.538962,3.661659,"NL",1,3108.3083,0.01,0,2.12
"11825",51.539059,4.596476,"NL",1,614.8366,0,0,0.42
"11826",51.539136,6.821119,"DE",11,17837.9069,0.02,0.03,0.74
"11827",51.539231,4.598739,"NL",1,425.2021,0,0,0.29
"11828",51.539237,5.623332,"NL",1,670.8674,0,0,0.46
"11829",51.539286,4.936857,"NL",1,861.7356,0,0,0.59
"11830",51.539298,4.441101,"NL",1,520.083,0,0,0.36
"11831",51.539379,6.120064,"NL",1,3820.362,0.01,0,2.61
"11832",51.539381,5.567244,"NL",2,3802.3215,0.01,0.01,1.3
"11833",51.53948,5.182696,"NL",1,1685.7898,0,0,1.15
"11834",51.539541,7.071535,"DE",7,7590.0997,0.01,0.02,0.5
"11835",51.539574,4.345305,"NL",1,615.5786,0,0,0.42
"11836",51.539575,4.610867,"NL",3,1409.5855,0,0.01,0.32
"11837",51.539604,6.549101,"DE",20,38654.6055,0.05,0.05,0.89
"11838",51.539619,5.629336,"NL",1,4933.987,0.01,0,3.37
"11839",51.539659,4.944177,"NL",1,9587.3368,0.02,0,6.54
"11840",51.539701,4.476099,"NL",1,430.8678,0,0,0.29
"11841",51.539911,4.442519,"NL",1,553.8219,0,0,0.38
"11842",51.539946,4.476773,"NL",1,2031.0139,0,0,1.39
"11843",51.540048,5.084488,"NL",1,369.3598,0,0,0.25
"11844",51.540156,4.59545,"NL",1,206.1363,0,0,0.14
"11845",51.540174,4.476053,"NL",1,8333.0871,0.01,0,5.69
"11846",51.540317,7.460367,"DE",4,3044.7925,0,0.01,0.35
"11847",51.540333,5.083129,"NL",1,246.2188,0,0,0.17
"11848",51.540403,3.813192,"NL",1,2874.401,0,0,1.96
"11849",51.540642,5.178804,"NL",1,246.2181,0,0,0.17
"11850",51.540661,4.473954,"NL",1,3687.4335,0.01,0,2.52
"11851",51.540854,4.212652,"NL",1,1169.5867,0,0,0.8
"11852",51.540857,5.708243,"NL",1,9822.7761,0.02,0,6.71
"11853",51.540893,4.947943,"NL",1,692.4172,0,0,0.47
"11854",51.540938,5.066379,"NL",1,3561.2163,0.01,0,2.43
"11855",51.541067,5.634075,"NL",1,1274.1951,0,0,0.87
"11856",51.541078,5.572197,"NL",1,364.372,0,0,0.25
"11857",51.541097,5.706496,"NL",1,123.0785,0,0,0.08
"11858",51.541185,5.091938,"NL",1,166.1775,0,0,0.11
"11859",51.541232,4.598176,"NL",1,307.7893,0,0,0.21
"11860",51.541261,5.180284,"NL",1,3139.0948,0.01,0,2.14
"11861",51.541362,5.275769,"NL",1,2061.6752,0,0,1.41
"11862",51.541435,5.869018,"NL",1,4212.8091,0.01,0,2.88
"11863",51.541472,5.747973,"NL",1,5717.8315,0.01,0,3.9
"11864",51.541474,4.475558,"NL",1,231.3799,0,0,0.16
"11865",51.541498,5.709078,"NL",1,277.0655,0,0,0.19
"11866",51.541582,4.587354,"NL",1,769.0717,0,0,0.52
"11867",51.541597,5.71147,"NL",1,923.0595,0,0,0.63
"11868",51.541891,4.942458,"NL",1,576.1115,0,0,0.39
"11869",51.541895,5.099991,"NL",1,265.8592,0,0,0.18
"11870",51.541978,4.582891,"NL",1,104.6077,0,0,0.07
"11871",51.541996,5.094721,"NL",1,258.5933,0,0,0.18
"11872",51.542038,5.040239,"NL",1,1310.7068,0,0,0.89
"11873",51.542056,5.576894,"NL",1,2307.3412,0,0,1.57
"11874",51.542074,5.206245,"NL",1,92.047,0,0,0.06
"11875",51.542076,5.178656,"NL",1,1397.2088,0,0,0.95
"11876",51.542181,4.496139,"NL",1,1292.6652,0,0,0.88
"11877",51.542237,5.180824,"NL",1,614.8985,0,0,0.42
"11878",51.542282,3.813666,"NL",1,657.4453,0,0,0.45
"11879",51.542297,5.042852,"NL",1,688.8472,0,0,0.47
"11880",51.542341,5.057895,"NL",1,610.0977,0,0,0.42
"11881",51.542448,5.03363,"NL",1,4154.2611,0.01,0,2.84
"11882",51.542492,5.092988,"NL",1,492.5001,0,0,0.34
"11883",51.542608,5.036164,"NL",1,153.8634,0,0,0.11
"11884",51.542617,11.117582,"DE",7,4734.7516,0.01,0.02,0.31
"11885",51.542623,5.089836,"NL",1,1833.6201,0,0,1.25
"11886",51.542641,4.474046,"NL",1,910.7454,0,0,0.62
"11887",51.542674,5.624462,"NL",1,677.0866,0,0,0.46
"11888",51.542797,5.640512,"NL",1,1748.0376,0,0,1.19
"11889",51.543,4.144669,"NL",1,781.6325,0,0,0.53
"11890",51.543098,4.935369,"NL",1,246.157,0,0,0.17
"11891",51.543268,5.45124,"NL",1,123.0785,0,0,0.08
"11892",51.543458,7.186172,"DE",5,21133.9148,0.03,0.01,1.94
"11893",51.543487,4.341589,"NL",1,492.2535,0,0,0.34
"11894",51.543488,5.098125,"NL",1,922.4426,0,0,0.63
"11895",51.543488,5.099058,"NL",1,489.2974,0,0,0.33
"11896",51.543501,5.035414,"NL",1,221.6524,0,0,0.15
"11897",51.543505,4.14704,"NL",1,369.298,0,0,0.25
"11898",51.543682,4.141877,"NL",1,184.4024,0,0,0.13
"11899",51.543774,4.934353,"NL",2,2178.2245,0,0.01,0.74
"11900",51.543787,4.588913,"NL",1,3315.3052,0.01,0,2.26
"11901",51.544057,4.933806,"NL",1,424.6493,0,0,0.29
"11902",51.544193,5.0427,"NL",1,1271.4834,0,0,0.87
"11903",51.544388,4.104982,"NL",1,1150.3136,0,0,0.79
"11904",51.544417,5.622399,"NL",1,750.8469,0,0,0.51
"11905",51.544459,4.94673,"NL",1,209.2154,0,0,0.14
"11906",51.544475,4.807688,"NL",1,492.4376,0,0,0.34
"11907",51.544654,5.046946,"NL",1,4257.0197,0.01,0,2.91
"11908",51.544675,9.949839,"DE",5,4290.563,0.01,0.01,0.39
"11909",51.544713,4.941374,"NL",1,2151.5675,0,0,1.47
"11910",51.544764,4.448184,"NL",1,166.2393,0,0,0.11
"11911",51.544785,5.070588,"NL",2,10756.1147,0.02,0.01,3.67
"11912",51.544792,4.934496,"NL",1,5958.1465,0.01,0,4.07
"11913",51.544845,5.17829,"NL",1,538.5524,0,0,0.37
"11914",51.544877,5.099392,"NL",1,319.9179,0,0,0.22
"11915",51.544901,4.155205,"NL",1,1307.9959,0,0,0.89
"11916",51.544984,5.18007,"NL",3,1113.6797,0,0.01,0.25
"11917",51.54515,5.636523,"NL",1,430.683,0,0,0.29
"11918",51.545438,4.936385,"NL",1,1020.9555,0,0,0.7
"11919",51.545724,5.076922,"NL",1,338.636,0,0,0.23
"11920",51.545789,7.218937,"DE",6,8566.2324,0.01,0.02,0.66
"11921",51.545813,4.260994,"NL",1,1631.3631,0,0,1.11
"11922",51.545826,14.71221,"DE",2,3724.2422,0,0.01,0.85
"11923",51.545916,5.046132,"NL",1,246.2188,0,0,0.17
"11924",51.545927,4.795624,"NL",1,1415.8055,0,0,0.97
"11925",51.545941,10.288841,"DE",13,57967.6954,0.07,0.03,2.05
"11926",51.546039,5.191396,"NL",1,661.4482,0,0,0.45
"11927",51.54605,4.585173,"NL",1,800.2269,0,0,0.55
"11928",51.546092,5.067368,"NL",1,800.1651,0,0,0.55
"11929",51.546106,4.145287,"NL",2,799.6733,0,0.01,0.27
"11930",51.54611,3.512206,"NL",1,3123.6304,0.01,0,2.13
"11931",51.54617,7.42729,"DE",13,20913.4944,0.02,0.03,0.74
"11932",51.546295,4.143929,"NL",2,2948.2206,0.01,0.01,1.01
"11933",51.546295,4.937889,"NL",1,1834.111,0,0,1.25
"11934",51.546422,5.071794,"NL",1,677.1477,0,0,0.46
"11935",51.546442,4.101603,"NL",1,147.7685,0,0,0.1
"11936",51.546447,4.937141,"NL",1,332.355,0,0,0.23
"11937",51.546506,5.049327,"NL",2,2957.6456,0.01,0.01,1.01
"11938",51.546566,4.934882,"NL",1,861.7974,0,0,0.59
"11939",51.546586,4.595291,"NL",1,307.7893,0,0,0.21
"11940",51.546632,7.263807,"DE",16,37512.2113,0.04,0.04,1.08
"11941",51.546703,4.071773,"NL",1,122.8937,0,0,0.08
"11942",51.546724,5.036795,"NL",1,3088.9714,0.01,0,2.11
"11943",51.546739,5.047475,"NL",1,646.3016,0,0,0.44
"11944",51.546771,4.800978,"NL",1,522.6689,0,0,0.36
"11945",51.546857,5.683711,"NL",1,812.2951,0,0,0.55
"11946",51.546956,4.936349,"NL",1,437.0231,0,0,0.3
"11947",51.547022,4.792786,"NL",1,246.2181,0,0,0.17
"11948",51.547042,4.104659,"NL",1,1394.3771,0,0,0.95
"11949",51.547152,3.561903,"NL",1,581.5903,0,0,0.4
"11950",51.547184,4.072925,"NL",1,258.4711,0,0,0.18
"11951",51.547186,5.058647,"NL",1,153.8634,0,0,0.11
"11952",51.547237,5.06411,"NL",1,1892.3525,0,0,1.29
"11953",51.547305,5.076293,"NL",1,1150.8053,0,0,0.79
"11954",51.547371,5.8141,"NL",1,553.3926,0,0,0.38
"11955",51.547388,4.073419,"NL",1,393.5559,0,0,0.27
"11956",51.547465,5.082526,"NL",1,190.4973,0,0,0.13
"11957",51.547492,5.178526,"NL",3,17787.9669,0.03,0.01,4.05
"11958",51.547525,5.470449,"NL",1,615.5161,0,0,0.42
"11959",51.547604,5.082771,"NL",1,477.0437,0,0,0.33
"11960",51.547609,4.075305,"NL",1,467.7468,0,0,0.32
"11961",51.54761,5.08617,"NL",1,775.6584,0,0,0.53
"11962",51.54768,5.048169,"NL",1,1560.49,0,0,1.07
"11963",51.547702,4.582021,"NL",1,1175.6816,0,0,0.8
"11964",51.547718,5.081141,"NL",1,6786.7519,0.01,0,4.63
"11965",51.54779,5.484386,"NL",3,2677.6879,0,0.01,0.61
"11966",51.547951,5.059693,"NL",1,209.2154,0,0,0.14
"11967",51.547985,5.059135,"NL",1,676.41,0,0,0.46
"11968",51.54802,5.078994,"NL",1,592.3659,0,0,0.4
"11969",51.548206,4.277241,"NL",1,1779.2509,0,0,1.21
"11970",51.548283,3.506634,"NL",1,615.6404,0,0,0.42
"11971",51.548314,5.190425,"NL",1,184.3406,0,0,0.13
"11972",51.548388,4.936697,"NL",1,869.4924,0,0,0.59
"11973",51.548403,4.61336,"NL",1,104.6077,0,0,0.07
"11974",51.548467,5.101332,"NL",1,1403.1822,0,0,0.96
"11975",51.548471,9.872242,"DE",6,8533.2432,0.01,0.02,0.65
"11976",51.548512,5.096726,"NL",1,153.8634,0,0,0.11
"11977",51.548586,4.72714,"NL",1,517.0658,0,0,0.35
"11978",51.548586,5.073688,"NL",1,926.5059,0,0,0.63
"11979",51.548657,5.809674,"NL",1,1071.0121,0,0,0.73
"11980",51.548693,5.100379,"NL",1,1175.435,0,0,0.8
"11981",51.548728,5.687111,"NL",2,7301.6612,0.01,0.01,2.49
"11982",51.548773,4.077255,"NL",2,824.3008,0,0.01,0.28
"11983",51.548774,5.089823,"NL",1,523.16,0,0,0.36
"11984",51.548879,5.090721,"NL",1,83.0578,0,0,0.06
"11985",51.54899,7.004661,"DE",15,23407.6795,0.03,0.04,0.72
"11986",51.549044,5.095476,"NL",1,975.6394,0,0,0.67
"11987",51.549075,5.705563,"NL",1,541.5704,0,0,0.37
"11988",51.549372,7.53304,"DE",6,6560.623,0.01,0.02,0.5
"11989",51.549377,5.099146,"NL",1,393.5567,0,0,0.27
"11990",51.549409,4.672858,"NL",1,256.0088,0,0,0.17
"11991",51.549459,5.089433,"NL",2,2892.9961,0,0.01,0.99
"11992",51.549468,4.939929,"NL",1,430.8053,0,0,0.29
"11993",51.549507,5.097814,"NL",1,282.9145,0,0,0.19
"11994",51.549673,5.094079,"NL",1,393.7407,0,0,0.27
"11995",51.549697,5.087721,"NL",2,891.7821,0,0.01,0.3
"11996",51.549704,5.0983,"NL",1,1408.9693,0,0,0.96
"11997",51.549762,5.057034,"NL",1,245.9729,0,0,0.17
"11998",51.549945,5.063955,"NL",1,460.9755,0,0,0.31
"11999",51.549951,5.695703,"NL",1,123.0785,0,0,0.08
"12000",51.549959,7.036179,"DE",14,35705.4107,0.04,0.04,1.17
"12001",51.549976,7.21163,"DE",9,13267.0555,0.02,0.02,0.68
"12002",51.549992,5.688539,"NL",1,1446.2827,0,0,0.99
"12003",51.550146,6.045123,"NL",1,5728.5459,0.01,0,3.91
"12004",51.550174,5.059422,"NL",1,901.0776,0,0,0.62
"12005",51.550232,6.048334,"NL",1,2061.7377,0,0,1.41
"12006",51.550287,5.698659,"NL",1,837.1692,0,0,0.57
"12007",51.550358,4.105425,"NL",1,1231.2808,0,0,0.84
"12008",51.550466,4.072909,"NL",1,3658.6797,0.01,0,2.5
"12009",51.550502,5.09119,"NL",1,955.2606,0,0,0.65
"12010",51.550565,5.851513,"NL",1,1876.965,0,0,1.28
"12011",51.550569,6.047334,"NL",1,338.2047,0,0,0.23
"12012",51.550603,5.100667,"NL",1,1230.9085,0,0,0.84
"12013",51.550651,4.793996,"NL",1,7508.7268,0.01,0,5.13
"12014",51.550739,4.939018,"NL",1,184.5872,0,0,0.13
"12015",51.550785,5.67692,"NL",1,480.186,0,0,0.33
"12016",51.55082,5.069133,"NL",1,132.9296,0,0,0.09
"12017",51.550881,7.29753,"DE",9,6415.8788,0.01,0.02,0.33
"12018",51.550947,5.079837,"NL",1,246.2188,0,0,0.17
"12019",51.550959,4.943355,"NL",1,1470.54,0,0,1
"12020",51.550987,3.597062,"NL",1,328.7827,0,0,0.22
"12021",51.551057,5.09522,"NL",1,3570.5182,0.01,0,2.44
"12022",51.551102,5.810054,"NL",1,1969.3829,0,0,1.34
"12023",51.551164,4.592917,"NL",1,215.4339,0,0,0.15
"12024",51.551209,5.075228,"NL",1,1708.1412,0,0,1.17
"12025",51.551234,5.484269,"NL",1,184.7094,0,0,0.13
"12026",51.551288,5.066783,"NL",1,1354.2357,0,0,0.92
"12027",51.55136,5.690498,"NL",1,1463.954,0,0,1
"12028",51.55142,5.211885,"NL",1,1181.839,0,0,0.81
"12029",51.551776,14.192889,"DE",2,4734.2497,0.01,0.01,1.09
"12030",51.55183,7.369696,"DE",7,10611.6613,0.01,0.02,0.7
"12031",51.552077,5.090639,"NL",1,259.4536,0,0,0.18
"12032",51.552092,5.091735,"NL",1,2952.4717,0.01,0,2.02
"12033",51.552258,5.483345,"NL",1,6316.4164,0.01,0,4.31
"12034",51.552782,4.600668,"NL",1,2893.1233,0,0,1.97
"12035",51.553024,5.090148,"NL",1,122.8326,0,0,0.08
"12036",51.553052,4.55066,"NL",1,491.9458,0,0,0.34
"12037",51.55308,4.796162,"NL",1,246.157,0,0,0.17
"12038",51.553288,5.060377,"NL",1,1728.0894,0,0,1.18
"12039",51.553365,7.222021,"DE",8,6757.3255,0.01,0.02,0.39
"12040",51.553479,5.0994,"NL",1,1224.9379,0,0,0.84
"12041",51.553481,5.100531,"NL",1,823.6215,0,0,0.56
"12042",51.553543,5.696775,"NL",1,1378.4319,0,0,0.94
"12043",51.55355,5.689645,"NL",1,2954.9994,0.01,0,2.02
"12044",51.553583,5.703703,"NL",1,212.2937,0,0,0.14
"12045",51.553629,5.691097,"NL",1,418.3071,0,0,0.29
"12046",51.553637,5.053556,"NL",1,784.7122,0,0,0.54
"12047",51.553655,5.10927,"NL",1,184.7094,0,0,0.13
"12048",51.553808,5.073909,"NL",1,307.7893,0,0,0.21
"12049",51.553907,5.69632,"NL",1,430.8685,0,0,0.29
"12050",51.553908,5.092144,"NL",1,473.4743,0,0,0.32
"12051",51.553916,5.064691,"NL",1,1362.5463,0,0,0.93
"12052",51.554008,8.052694,"DE",25,42955.9496,0.05,0.06,0.79
"12053",51.554245,4.517661,"NL",1,1280.2282,0,0,0.87
"12054",51.554347,5.095921,"NL",1,1009.1345,0,0,0.69
"12055",51.554428,5.688118,"NL",1,320.0416,0,0,0.22
"12056",51.55459,5.695847,"NL",1,411.8427,0,0,0.28
"12057",51.554608,5.092074,"NL",1,1046.57,0,0,0.71
"12058",51.554893,5.699707,"NL",1,553.9463,0,0,0.38
"12059",51.554956,5.098923,"NL",1,338.4505,0,0,0.23
"12060",51.55498,4.58662,"NL",1,5631.5749,0.01,0,3.84
"12061",51.554989,5.074404,"NL",1,2927.1633,0.01,0,2
"12062",51.555033,5.100667,"NL",1,400.0829,0,0,0.27
"12063",51.555056,4.620107,"NL",1,1968.8286,0,0,1.34
"12064",51.555145,12.20728,"DE",1,2394.2601,0,0,1.1
"12065",51.555563,5.698773,"NL",1,578.2668,0,0,0.39
"12066",51.555633,5.087568,"NL",1,2878.897,0,0,1.97
"12067",51.55577,5.091538,"NL",1,246.2188,0,0,0.17
"12068",51.555997,5.700022,"NL",1,4043.3702,0.01,0,2.76
"12069",51.556101,5.706287,"NL",1,2431.094,0,0,1.66
"12070",51.55615,5.10532,"NL",1,324.905,0,0,0.22
"12071",51.556176,5.438198,"NL",2,799.9185,0,0.01,0.27
"12072",51.556198,5.699006,"NL",1,2163.0197,0,0,1.48
"12073",51.556225,7.042033,"DE",11,23593.555,0.03,0.03,0.98
"12074",51.55623,5.051558,"NL",1,1107.8919,0,0,0.76
"12075",51.556325,5.479552,"NL",1,2461.8817,0,0,1.68
"12076",51.556363,5.704422,"NL",1,1018.246,0,0,0.7
"12077",51.556591,4.590349,"NL",1,258.5933,0,0,0.18
"12078",51.556662,5.105571,"NL",1,554.0081,0,0,0.38
"12079",51.556707,5.688002,"NL",1,1351.1566,0,0,0.92
"12080",51.556766,5.689163,"NL",2,1950.7274,0,0.01,0.67
"12081",51.556832,5.086941,"NL",1,400.0822,0,0,0.27
"12082",51.556849,4.596667,"NL",1,304.7713,0,0,0.21
"12083",51.556886,5.084891,"NL",1,1083.5742,0,0,0.74
"12084",51.556895,3.495168,"NL",1,430.8678,0,0,0.29
"12085",51.557003,5.070977,"NL",1,1142.0635,0,0,0.78
"12086",51.557128,7.288436,"DE",6,8625.5896,0.01,0.02,0.66
"12087",51.557212,5.05484,"NL",1,184.5872,0,0,0.13
"12088",51.557278,5.684265,"NL",1,800.3513,0,0,0.55
"12089",51.557442,5.69401,"NL",1,2312.5106,0,0,1.58
"12090",51.557495,5.059553,"NL",1,1897.593,0,0,1.3
"12091",51.557517,4.633939,"NL",1,984.9377,0,0,0.67
"12092",51.557523,4.586464,"NL",1,1704.999,0,0,1.16
"12093",51.557706,8.245546,"DE",5,11799.1599,0.01,0.01,1.08
"12094",51.557749,7.381175,"DE",4,7100.4643,0.01,0.01,0.82
"12095",51.557753,5.452803,"NL",1,1895.6213,0,0,1.29
"12096",51.557826,5.095828,"NL",1,1646.4456,0,0,1.12
"12097",51.557934,5.087133,"NL",1,585.1595,0,0,0.4
"12098",51.558018,5.088089,"NL",2,2960.046,0.01,0.01,1.01
"12099",51.558019,4.630939,"NL",1,523.1607,0,0,0.36
"12100",51.558072,5.688498,"NL",1,245.9729,0,0,0.17
"12101",51.558112,5.690223,"NL",1,676.9025,0,0,0.46
"12102",51.558224,4.517396,"NL",2,492.4362,0,0.01,0.17
"12103",51.558241,7.660836,"DE",17,36516.7109,0.04,0.04,0.99
"12104",51.558244,9.052658,"DE",9,10426.2266,0.01,0.02,0.53
"12105",51.558269,5.680059,"NL",2,751.956,0,0.01,0.26
"12106",51.558269,5.696842,"NL",2,4531.1916,0.01,0.01,1.55
"12107",51.558274,5.099516,"NL",2,960.2484,0,0.01,0.33
"12108",51.558359,5.059829,"NL",1,522.9155,0,0,0.36
"12109",51.55837,5.068292,"NL",1,1446.5911,0,0,0.99
"12110",51.558378,5.054772,"NL",1,2377.2206,0,0,1.62
"12111",51.558387,5.10359,"NL",1,1468.0763,0,0,1
"12112",51.558396,3.802072,"NL",1,2240.6002,0,0,1.53
"12113",51.558421,5.460726,"NL",1,409.3179,0,0,0.28
"12114",51.558468,5.070655,"NL",1,430.8685,0,0,0.29
"12115",51.55848,5.68354,"NL",1,2405.6664,0,0,1.64
"12116",51.558666,5.067435,"NL",1,320.0409,0,0,0.22
"12117",51.558669,4.41134,"NL",1,1495.2932,0,0,1.02
"12118",51.558705,5.106382,"NL",1,307.7893,0,0,0.21
"12119",51.558727,5.072334,"NL",1,307.7893,0,0,0.21
"12120",51.558732,5.702127,"NL",1,145.6751,0,0,0.1
"12121",51.558768,4.633991,"NL",1,1332.5615,0,0,0.91
"12122",51.558807,4.637043,"NL",1,1402.8753,0,0,0.96
"12123",51.55881,5.063951,"NL",1,246.2188,0,0,0.17
"12124",51.5589,4.646028,"NL",1,2000.7862,0,0,1.37
"12125",51.558906,5.086543,"NL",1,4130.9887,0.01,0,2.82
"12126",51.55893,6.089469,"NL",1,368.8048,0,0,0.25
"12127",51.558968,5.105826,"NL",1,430.8678,0,0,0.29
"12128",51.559076,5.087938,"NL",1,455.3724,0,0,0.31
"12129",51.559081,5.697799,"NL",1,684.4129,0,0,0.47
"12130",51.559155,5.106762,"NL",1,2012.7882,0,0,1.37
"12131",51.559257,5.453119,"NL",1,1661.1623,0,0,1.13
"12132",51.559357,5.701648,"NL",1,246.2188,0,0,0.17
"12133",51.559605,4.516484,"NL",1,1478.2357,0,0,1.01
"12134",51.559632,5.06692,"NL",1,307.7268,0,0,0.21
"12135",51.559679,5.041789,"NL",1,1292.6652,0,0,0.88
"12136",51.559701,5.104354,"NL",1,2806.8585,0,0,1.92
"12137",51.559722,4.325255,"NL",1,1329.4831,0,0,0.91
"12138",51.559779,6.699754,"DE",8,17451.323,0.02,0.02,1
"12139",51.559906,5.074922,"NL",1,216.1104,0,0,0.15
"12140",51.559943,4.052723,"NL",1,978.1024,0,0,0.67
"12141",51.559947,14.560004,"DE",1,438.1099,0,0,0.2
"12142",51.56009,5.552206,"NL",1,2006.5091,0,0,1.37
"12143",51.560173,4.631364,"NL",1,1575.1499,0,0,1.08
"12144",51.5602,5.461835,"NL",1,393.9262,0,0,0.27
"12145",51.560296,4.541232,"NL",1,6224.7282,0.01,0,4.25
"12146",51.560379,5.079929,"NL",1,504.8135,0,0,0.34
"12147",51.560379,7.087294,"DE",5,8427.8063,0.01,0.01,0.77
"12148",51.560473,5.693239,"NL",1,6050.7484,0.01,0,4.13
"12149",51.560506,6.961196,"DE",4,6273.0824,0.01,0.01,0.72
"12150",51.560538,5.018523,"NL",1,664.7114,0,0,0.45
"12151",51.560544,5.068541,"NL",1,185.2025,0,0,0.13
"12152",51.560611,4.545056,"NL",1,492.4376,0,0,0.34
"12153",51.560613,4.632286,"NL",3,1784.4234,0,0.01,0.41
"12154",51.560639,5.095727,"NL",1,1295.0617,0,0,0.88
"12155",51.560826,5.051683,"NL",1,350.9487,0,0,0.24
"12156",51.560846,5.076439,"NL",1,233.597,0,0,0.16
"12157",51.560848,5.051687,"NL",1,184.0947,0,0,0.13
"12158",51.56085,6.774113,"DE",7,11286.9847,0.01,0.02,0.74
"12159",51.560942,5.686904,"NL",1,5614.7628,0.01,0,3.83
